name,address,city,district,project_name,investor,price,area,bedroom,post_date,expiration_date,,,,,,,
"Bán căn hộ officetel cao ốc cao cấp Gold View 108m2, 5.4 tỷ đồng","Dự án The Gold View, Đường Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh",Hồ Chí Minh,Quận 4,The Gold View,Công ty CP May - Diêm Sài Gòn,5.4,108,3,17/12/2021,01/01/2022,,,,,,,
"Vinhomes Smart City, CĐT bán mới căn 2PN 2VS giá từ 1,87 tỷ. 400 triệu ký HĐ, vay 80%","Dự án The Miami, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",Hà Nội,Nam Từ Liêm,The Miami,Tập đoàn Vingroup,0,59,2,17/12/2021,24/12/2021,,,,,,,
"Chỉ 400tr sở hữu căn hộ tập đoàn Hưng Thịnh bán mặt tiền QL 13, TP. Thuận An, Bình Dương","Dự án Lavita Thuận An, Đường Nguyễn Thị Minh Khai, Phường Thuận Giao, Thuận An, Bình Dương",Bình Dương,Thuận An,Lavita Thuận An,Công ty CP Tập đoàn Hưng Thịnh,1.6,50,1,17/12/2021,24/12/2021,,,,,,,
Duy nhất CH 2PN tầng trung full đồ giá 2.4 tỷ. LH: 0342276337,"Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",Hà Nội,Bắc Từ Liêm,Goldmark City,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,2.4,78,2,17/12/2021,24/12/2021,,,,,,,
"BQL cập nhật giá bán tạo 9 View, dịp cuối năm thanh toán 500tr nhận nhà ngay, LH 0931877334","Dự án 9 View Apartment, Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,9 View Apartment,Công ty CP Tập đoàn Hưng Thịnh,1.6,58,2,12/12/2021,20/12/2021,,,,,,,
"Bán ngay CH SG Gateway 3pn nhà mới, view đẹp full NT tầng 10 view thoáng LH 0931877334","Dự án Sài Gòn Gateway, Đường Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Sài Gòn Gateway,Công ty CP BĐS Hiệp Phú,2.65,91,3,12/12/2021,20/12/2021,,,,,,,
"Bán ngay CH SG Gateway 3pn nhà mới, view đẹp full NT tầng 10 view thoáng LH 0931877334","Dự án Sài Gòn Gateway, Đường Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Sài Gòn Gateway,Công ty CP BĐS Hiệp Phú,2.65,91,3,12/12/2021,20/12/2021,,,,,,,
Chính chủ gửi Gateway full nội thất 3PN - 2WC - 90m2 2.65tỷ vay ngân hàng tối đa lh 0968601023,"Dự án Sài Gòn Gateway, Đường Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Sài Gòn Gateway,Công ty CP BĐS Hiệp Phú,2.65,90,3,12/12/2021,20/12/2021,,,,,,,
Saigon Gateway bán 2PN - 2WC 65m2 giá chốt 2tỷ full NT LH xem nhà gọi em 0945576497,"Sài Gòn Gateway, 702, Đường Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Sài Gòn Gateway,Công ty CP BĐS Hiệp Phú,2,65,2,12/12/2021,20/12/2021,,,,,,,
Em đang nắm giỏ hàng sang nhượng The Pegasuite/đã có sổ hồng cầm tay/hỗ trợ vay ngân hàng,"Dự án The Pegasuite,  Quận 8, Hồ Chí Minh",Hồ Chí Minh,Quận 8,The Pegasuite,Công ty CP Đầu tư và Kinh doanh Bất động sản Phương Việt (PVInvest),1.45,35,1,17/12/2021,24/12/2021,,,,,,,
Cập nhật mới nhất các căn hộ chuyển nhượng tại An Gia Sky 89 - LH 0916010986,"Dự án Sky 89, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Sky 89,Công ty CP Đầu tư & Phát triển Bất động sản An Gia,2.55,55,2,17/12/2021,24/12/2021,,,,,,,
Hàng hiếm! Căn hộ đập thông 207m2 - 3PN + 2 phòng thay đồ hướng Đông Nam Times City giá 11.5 tỷ BP,"Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Hà Nội,Hai Bà Trưng,Vinhomes Times City - Park Hill,Tập đoàn Vingroup,11.5,207,5,10/12/2021,17/12/2021,,,,,,,
"Tôi chính chủ cần bán căn hộ S05 chung cư Mipec Rubik 360 Xuân Thủy, Cầu Giấy","Dự án Mipec Rubik 360, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,Mipec Rubik 360,Công ty CP Hóa Dầu Quân Đội,3.25,76,2,03/12/2021,03/03/2022,,,,,,,
"Giá tốt căn 2PN - 59m2, khu Aeon Bình Dương, thanh toán 375 triệu, LH TPKD Chung: 0823686810","Dự án Legacy Central, Đường Thuận Giao 25, Phường Thuận Giao, Thuận An, Bình Dương",Bình Dương,Thuận An,Legacy Central,Công ty CP Đầu tư và Phát triển Thuận Lợi,0,59,2,17/12/2021,27/12/2021,,,,,,,
"Cần tiền bán gấp căn hộ River Gate Bến Văn Đồn Quận 4, 2 phòng ngủ giá 4 tỷ 6. LH: 0979669663","Dự án River Gate, Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",Hồ Chí Minh,Quận 4,River Gate,Novaland Group,4.6,75,2,26/11/2021,24/02/2022,,,,,,,
"Feliz Home Đền Lừ: Bán gấp căn 3PN 107.5 m2 giá 3,3 tỷ căn góc giá thương lượng thêm 0819.445.111","Dự án Feliz Homes, Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,Feliz Homes,3 block cao từ 25-27 tầng,3.3,107.5,3,17/12/2021,24/12/2021,,,,,,,
"Chuyển công tác làm việc - ban căn 104m2 - ngay Lũy Bán Bích, 3,35 tỷ. Chính chủ bán","Dự án Carillon 5, Đường Lũy Bán Bích, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Carillon 5,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),3.35,104,3,17/12/2021,24/12/2021,,,,,,,
Bán gấp CH Sài Gòn South 71m2 2PN 2WC 3.1 tỷ full nội thất tốt nhất thị trường. LH 0933689333,"Dự án Saigon South Residences, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Hồ Chí Minh,Nhà Bè,Saigon South Residences,Công ty TNHH Phát Triển Phú Mỹ Hưng,3.1,71,2,17/12/2021,24/12/2021,,,,,,,
Bán nhanh CH 3PN căn góc tầng cao 103m2 giá chỉ 6.25 tỷ cam kết tốt nhất thị trường tại Garden Gate,"Dự án Garden Gate, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,Garden Gate,Novaland Group,6.25,103,3,17/12/2021,24/12/2021,,,,,,,
"Cần bán gấp căn hộ SGGW 56m2 (2 phòng ngủ - 1WC) Block B tầng trung, giá bán 1.5 tỷ. LH: 0931230064","Dự án Sài Gòn Gateway, Đường Xa Lộ Hà Nội, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Sài Gòn Gateway,Công ty CP BĐS Hiệp Phú,1.5,56,2,17/12/2021,25/12/2021,,,,,,,
Căn 3 phòng ngủ 115m2 full đồ ở luôn giá hấp dẫn,"Dự án D’. Le Pont D’or - Hoàng Cầu, Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",Hà Nội,Đống Đa,D’. Le Pont D’or - Hoàng Cầu,Tân Hoàng Minh Group,6.1,115,3,17/12/2021,24/12/2021,,,,,,,
Sang nhượng căn hộ TMS Quy Nhơn - view biển - giá tốt nhất thị trường hiện tại - 0908.468.545,"Dự án TMS Luxury Hotel & Residences, Đường Nguyễn Huệ, Phường Trần Phú, Quy Nhơn, Bình Định",Bình Định,Quy Nhơn,TMS Luxury Hotel & Residences,Công ty Cổ phần Tập Đoàn TMS,1.45,47,1,17/12/2021,24/12/2021,,,,,,,
"Bán lỗ CC IA20 Ciputra, 1020B(107,5m2) & 1606A2(92m2) & 1505B(92m2), 23tr/m2. 0989582529","Dự án IA20 Ciputra, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",Hà Nội,Bắc Từ Liêm,IA20 Ciputra,Công ty CP Đầu tư Bất động sản Đông Đô - BQP,2.4725,107.5,3,13/12/2021,21/12/2021,,,,,,,
Căn 3 phòng ngủ 115m2 full đồ ở luôn giá hấp dẫn,"Dự án D’. Le Pont D’or - Hoàng Cầu, Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",Hà Nội,Đống Đa,D’. Le Pont D’or - Hoàng Cầu,Tân Hoàng Minh Group,6.1,115,3,17/12/2021,24/12/2021,,,,,,,
Sang nhượng căn hộ TMS Quy Nhơn - view biển - giá tốt nhất thị trường hiện tại - 0908.468.545,"Dự án TMS Luxury Hotel & Residences, Đường Nguyễn Huệ, Phường Trần Phú, Quy Nhơn, Bình Định",Bình Định,Quy Nhơn,TMS Luxury Hotel & Residences,Công ty Cổ phần Tập Đoàn TMS,1.45,47,1,17/12/2021,24/12/2021,,,,,,,
"Bán lỗ CC IA20 Ciputra, 1020B(107,5m2) & 1606A2(92m2) & 1505B(92m2), 23tr/m2. 0989582529","Dự án IA20 Ciputra, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",Hà Nội,Bắc Từ Liêm,IA20 Ciputra,Công ty CP Đầu tư Bất động sản Đông Đô - BQP,2.4725,107.5,3,13/12/2021,21/12/2021,,,,,,,
"Mua ngay Saigon Gateway cho vay 70%, DT 53m2, 1.85tỷ, 90m2= 2.950tỷ bao sổ và tất phí 0938826595","Dự án Sài Gòn Gateway, Đường Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Sài Gòn Gateway,Công ty CP BĐS Hiệp Phú,2.95,90,3,17/12/2021,25/12/2021,,,,,,,
Tổng hợp căn 2-3 ngủ tại Tân Hoàng Minh giá tốt,"Dự án D’. Le Pont D’or - Hoàng Cầu, Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",Hà Nội,Đống Đa,D’. Le Pont D’or - Hoàng Cầu,Tân Hoàng Minh Group,3.8,65,2,17/12/2021,24/12/2021,,,,,,,
Bàn giao căn hộ smart home chiết khấu 5% hỗ trợ LS 0% trong 18 tháng quà tặng noel 5 chỉ vàng,"Dự án Tecco Diamond, Đường Vũ Lăng, Xã Tứ Hiệp, Thanh Trì, Hà Nội",Hà Nội,Thanh Trì,Tecco Diamond,2 block cao 25 tầng,0,63,2,17/12/2021,24/12/2021,,,,,,,
"Căn hộ chung cư Ecolife Reverside Quy Nhơn, 350triệu nhận nhà - 0% lãi suất 18 tháng - 0908.468.545","Dự án Ecolife Riverside, Đường Điện Biên Phủ, Phường Nhơn Bình, Quy Nhơn, Bình Định",Bình Định,Quy Nhơn,Ecolife Riverside,"2 tòa cao 28 tầng, 694 căn hộ",1.2,64,2,17/12/2021,24/12/2021,,,,,,,
"Tôi bán sang ngang căn hộ 2 ngủ 2 tại Florence, chuẩn giá 2.5 tỷ bao phí LH: 0396116555","Dự án Florence Mỹ Đình, Đường Trần Hữu Dực, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Florence Mỹ Đình,Công ty CP Xây dựng Phục Hưng Holdings,2.5,75,2,17/12/2021,24/12/2021,,,,,,,
"Bán lỗ CC Tây Hồ Residence, 1808 - CT1A(70.5m2) & 1606 - CT1A(94,67m2), giá 42tr/m2, 0989.582.529","Dự án Tây Hồ Residence, Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",Hà Nội,Tây Hồ,Tây Hồ Residence,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội,2.961,70.5,2,13/12/2021,21/12/2021,,,,,,,
Căn hộ hiếm quận Ba Đình căn góc 1PN 54m2 tầng cao view thoáng giá 4.4 tỷ BRG 16 Láng Hạ,"BRG Grand Plaza, 16, Phố Láng Hạ, Phường Thành Công, Ba Đình, Hà Nội",Hà Nội,Ba Đình,BRG Grand Plaza,Tập đoàn BRG,4.4,54,1,17/12/2021,24/12/2021,,,,,,,
Bán gấp căn 3PN 85 m2 Phương Đông Green Park ban công Đông Nam cực thoáng mát giá 2.45tỷ,"Green Park Trần Thủ Độ, số 1, Đường Trần Thủ Độ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,Green Park Trần Thủ Độ,Công ty TNHH MTV đầu tư Phương Đông,2.45,85,3,17/12/2021,24/12/2021,,,,,,,
"Bán căn Duplex Garden Aqua Bay view hồ, giá 4.3 tỷ, LH 096.1919.990","Dự án Aqua Bay Sky Residences, Đường 379, Xã Phụng Công, Văn Giang, Hưng Yên",Hưng Yên,Văn Giang,Aqua Bay Sky Residences,Công ty Cổ phần Tập đoàn Ecopark,4.3,130,3,17/12/2021,27/12/2021,,,,,,,
"Cần bán căn hộ chung cư Viva Riverside giá cực tốt, 2PN, 2WC giá: 3,1 tỷ. Liên hệ: 0933378452 Hưng","Viva Riverside, 1407, Đường Võ Văn Kiệt, Phường 3, Quận 6, Hồ Chí Minh",Hồ Chí Minh,Quận 6,Viva Riverside,Công ty CP Thương mại Địa ốc Việt (Vietcomreal),3.1,65,2,17/12/2021,24/12/2021,,,,,,,
Bán căn hộ cao cấp Thảo Điền Green - vị trí độc tôn - không gian sống xanh,"Dự án Thảo Điền Green, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Thảo Điền Green,Công ty Cổ phần Đầu tư Bất động sản SIC,13.146,131.46,3,17/12/2021,24/12/2021,,,,,,,
"Căn hộ Remax Plaza quận 6 nhận nhà ngay, 82m2 - 119m2, tặng full nội thất 30tr/m2 - 0909 920 738","Dự án Remax Plaza, Phố Phạm Đình Hổ, Phường 1, Quận 6, Hồ Chí Minh",Hồ Chí Minh,Quận 6,Remax Plaza,Công ty TNHH Sài Gòn Remax,3.36,112,3,17/12/2021,24/12/2021,,,,,,,
"Bán căn hộ 3PN, 118m2 full nội thất, Hà Đông, giá 2,6 tỷ bao phí có gia lộc, tầng đẹp","Dự án HPC Landmark 105, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",Hà Nội,Hà Đông,HPC Landmark 105,Công ty CP Đầu tư Hải Phát,2.6,118,3,17/12/2021,24/12/2021,,,,,,,
Siêu hot! Căn hộ Park Premium 2PN - 75m2 giá chỉ 3.7 tỷ bao phí! LH: 0963406093,"Dự án Park Hill Premium - Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Hà Nội,Hai Bà Trưng,Park Hill Premium - Times City,Tập đoàn Vingroup,3.7,74.5,2,17/12/2021,24/12/2021,,,,,,,
"Bán Penthouse - Duplex căn hộ thông tầng ngắm trọn vẹn sông Hồng, cầu Nhật Tân hồ Tây","Dự án Vinhomes Metropolis - Liễu Giai, Phố Liễu Giai, Phường Ngọc Khánh, Ba Đình, Hà Nội",Hà Nội,Ba Đình,Vinhomes Metropolis - Liễu Giai,Tập đoàn Vingroup,26,354,3,17/12/2021,25/12/2021,,,,,,,
"Bán căn hộ full nội thất 2PN full 1,79 tỷ lầu cao view thoáng - LH 0799880079 Vân Anh","Dự án The Park Residence, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Hồ Chí Minh,Nhà Bè,The Park Residence,Công ty CP Phú Hoàng Anh,1.79,63,2,17/12/2021,24/12/2021,,,,,,,
"2pn 58m2 full nội thất 1,85 tỷ, 600tr nhận nhà, View đẹp nhất The Park Residence","Dự án The Park Residence, 12 Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Hồ Chí Minh,Nhà Bè,The Park Residence,Công ty CP Phú Hoàng Anh,1.85,58,2,17/12/2021,24/12/2021,,,,,,,
"Duplex Udic Westlake - View sông Hồng, cầu Nhật Tân - DT 194m2 giá 7.5 tỷ (gồm VAT, KPBT)","Dự án Udic Westlake, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",Hà Nội,Tây Hồ,Udic Westlake,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,7.5,194,4,17/12/2021,24/12/2021,,,,,,,
Chính chủ cần bán gấp căn 2PN - 2WC đầy đủ nội thất như hình chỉ 2tỷ9 nhận nhà ngay 0909920738,"Dự án Remax Plaza, Phố Phạm Đình Hổ, Phường 1, Quận 6, Hồ Chí Minh",Hồ Chí Minh,Quận 6,Remax Plaza,Công ty TNHH Sài Gòn Remax,2.9,82,2,11/12/2021,18/12/2021,,,,,,,
"Tôi cần bán lại căn hộ Orchid 72m2, nhà mới toanh chưa ở lần nào, giá bán 1,650 tỷ, LH: 0903845369","Dự án Orchid Park, Đường Nguyễn Lương Bằng, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Hồ Chí Minh,Nhà Bè,Orchid Park,Công ty CP Đầu tư và Phát triển Nhà đất Cotec,1.65,72,2,17/12/2021,27/12/2021,,,,,,,
Căn hộ view sông Sài Gòn MT đường Đào Trí tặng bếp Malloca giá chỉ 2tỷ - 2PN. LH 0906147797,"Q7 Saigon Riverside, Số 4, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Q7 Saigon Riverside,Công ty CP Tập đoàn Hưng Thịnh,2,53.2,1,17/12/2021,24/12/2021,,,,,,,
Chủ nhà thiện chí chuyển nhượng nhanh căn 3PN view sông tầng cao rất xịn chỉ 19 tỷ,"Dự án Empire City Thủ Thiêm, Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Empire City Thủ Thiêm,Công ty TNHH Keppel Land Việt Nam,19,127,2,17/12/2021,24/12/2021,,,,,,,
Bán chung cư Hưng Phú giá tốt nhất khu vực,"Dự án Hưng Phú, Đường Quang Trung, Phường Hưng Phú, Cái Răng, Cần Thơ",Cần Thơ,Cái Răng,Khu đô thị mới Hưng Phú - Cần Thơ,Công ty CP Đầu tư và Xây dựng Số 8 - CiC 8,1.5,50,2,17/12/2021,24/12/2021,,,,,,,
"Chính chủ bán căn 3PN, 2 vệ sinh, view thành phố, full nội thất, giá rẻ bất ngờ. LH 0931 016 222","Dự án New Life Tower, Đường Hoàng Quốc Việt, Phường Bãi Cháy, Hạ Long, Quảng Ninh",Quảng Ninh,Hạ Long,New Life Tower,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,1.95,96.3,3,17/12/2021,24/12/2021,,,,,,,
"Mở bán duplex Udic Westlake - Giá từ 33 tr/m2 - HTLS 0%, chiết khấu 5%, HTLS 0%, free 2 năm dịch vụ","Dự án Udic Westlake, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",Hà Nội,Tây Hồ,Udic Westlake,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,10.00389,295.1,4,17/12/2021,24/12/2021,,,,,,,
"Bán 2 căn hộ đã đập thông, nhà thô Vinhomes Sky Lake DT thông thủy 112m2, ban công Đông Nam","Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",Hà Nội,Nam Từ Liêm,Vinhomes Skylake,Tập đoàn Vingroup,6.3,112,3,17/12/2021,25/12/2021,,,,,,,
Dự án chung cư cao cấp Green Pearl Bắc Ninh,"Dự án Chung cư Green Pearl Bắc Ninh, Đường Lê Thái Tổ, Phường Võ Cường, Bắc Ninh, Bắc Ninh",Bắc Ninh,Bắc Ninh,Chung cư Green Pearl Bắc Ninh,Tòa nhà gồm 2 tầng hầm và 29 tầng nổi,1.8,75,2,17/12/2021,24/12/2021,,,,,,,
"Mở bán căn hộ The Link Ciputra CK 15%, HTLS 0% 24 tháng, 3.3 tỷ/2PN, 4.4 tỷ/3PN nhận nhà ngay","Dự án The Link 345-CT1, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",Hà Nội,Bắc Từ Liêm,The Link 345-CT1,Công ty TNHH phát triển khu đô thị Nam Thăng Long,4.494,107,3,17/12/2021,24/12/2021,,,,,,,
"Tổng thể báo giá Sunshine Golden River siêu căn hộ sân vườn cao cấp và shophouse, giá từ 8 - 22 tỷ","Dự án Sunshine Golden River, Phường Phú Thượng, Tây Hồ, Hà Nội",Hà Nội,Tây Hồ,Sunshine Golden River,Công ty CP Tập đoàn Sunshine,7,124.8,2,17/12/2021,25/12/2021,,,,,,,
"Cần bán căn hộ 2 - 3 PN Remax Plaza, đối diện PCCC quận 6, có nội thất - 0909620738","Dự án Remax Plaza, Phố Phạm Đình Hổ, Phường 1, Quận 6, Hồ Chí Minh",Hồ Chí Minh,Quận 6,Remax Plaza,Công ty TNHH Sài Gòn Remax,2.7,94,2,11/12/2021,18/12/2021,,,,,,,
"Bán căn hộ 4PN sân vườn, full nội thất, 148m2 giá 21.65tr/m2 HPC landmark 105, ở ngay","Dự án HP Landmark Tower, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",Hà Nội,Hà Đông,HP Landmark Tower,Công ty CP Đầu tư và Kinh doanh Bất động sản Hải Phát (Hải Phát Land),3.2042,148,4,13/12/2021,20/12/2021,,,,,,,
"Giảm giá bán căn 2PN 63m2 chung cư cao cấp Carillon 7, view đẹp đón gió - giá 2.6 tỷ, LH 0934333438","Carillon 7, 33, Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Carillon 7,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),2.6,63,2,17/12/2021,24/12/2021,,,,,,,
Bán căn hộ 2 phòng ngủ Vinhomes Skylake View thoáng đẹp,"Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Vinhomes Skylake,Tập đoàn Vingroup,0,60,2,17/12/2021,25/12/2021,,,,,,,
"Giảm giá bán căn 2PN 63m2 chung cư cao cấp Carillon 7, view đẹp đón gió - giá 2.6 tỷ, LH 0934333438","Carillon 7, 33, Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Carillon 7,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),2.6,63,2,17/12/2021,24/12/2021,,,,,,,
Bán căn hộ 2 phòng ngủ Vinhomes Skylake View thoáng đẹp,"Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Vinhomes Skylake,Tập đoàn Vingroup,0,60,2,17/12/2021,25/12/2021,,,,,,,
"Bán CH Him Lam PA giá tốt nhất, full nội thất tiện nghi cao cấp, view cao mát mẻ, LH 0906795092","Dự án Him Lam Phú An, Đường Thủy Lợi, Phường Phước Long A, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Him Lam Phú An,Công ty CP Him Lam,2.75,70,2,17/12/2021,24/12/2021,,,,,,,
"Bán căn C1 - 84m2 (2PN, 2WC) ban công phòng khách, giá 3.1 tỷ gồm VAT + KPBT. CK 60tr - 0971681819","Dự án Udic Westlake, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",Hà Nội,Tây Hồ,Udic Westlake,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,3.1,84,2,17/12/2021,24/12/2021,,,,,,,
"Gấp! Cần bán CC Ban cơ yếu Chính phủ siêu đẹp 100,124m2 giá chỉ 30tr/m2. LH: 0971589002","Dự án Chung cư Ban cơ yếu Chính phủ, Phường Nhân Chính, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Chung cư Ban cơ yếu Chính phủ,Tổng công ty đầu tư phát triển nhà và đô thị Bộ Quốc Phòng,3.72,124,3,13/12/2021,20/12/2021,,,,,,,
"Bán căn hộ Vinhomes Skylake, ban công Đông Nam, 2 PN nội thất tone trắng hiện đại, chỉ việc về ở","Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",Hà Nội,Nam Từ Liêm,Vinhomes Skylake,Tập đoàn Vingroup,3.5,68,2,17/12/2021,25/12/2021,,,,,,,
"Sở hữu căn hộ cao cấp mặt tiền Đại Lộ Bình Dương giá chỉ từ 1,9 tỷ","Dự án Astral City, Đường Đại Lộ Bình Dương, Phường Bình Hòa, Thuận An, Bình Dương",Bình Dương,Thuận An,Astral City,Công ty CP Phát triển Bất động sản Phát Đạt,1.9,50,2,17/12/2021,29/12/2021,,,,,,,
